損益計算書項目,4月実績,4月計画,差異(%),5月実績,5月計画,差異(%),6月実績,6月計画,差異(%),損益計算書項目,7月実績,7月計画,差異(%),8月実績,8月計画,差異(%),9月実績,9月計画,差異(%),損益計算書項目,10月実績,10月計画,差異(%),11月実績,11月計画,差異(%),12月実績,12月計画,差異(%),損益計算書項目,1月実績,1月計画,差異(%),2月実績,2月計画,差異(%),3月実績,3月計画,差異(%)
***** 損益計算書項目合計,,,,,,,,,,***** 損益計算書項目合計,,,,,,,,,,***** 損益計算書項目合計,,,,,,,,,,***** 損益計算書項目合計,,,,,,,,,
****  営業費用,,,,,,,,,,****  営業費用,,,,,,,,,,****  営業費用,,,,,,,,,,****  営業費用,,,,,,,,,
***   事業費,,,,,,,,,,***   事業費,,,,,,,,,,***   事業費,,,,,,,,,,***   事業費,,,,,,,,,
      CNY  中国元,291.00,"1,300.00",22.38,305.00,"1,300.00",23.46,949.20,"1,300.00",73.02,      CNY  中国元,"1,353.60","1,300.00",104.12,428.00,"1,300.00",32.92,197.00,"1,300.00",15.15,      CNY  中国元,198.00,"1,300.00",15.23,270.00,"1,300.00",20.77,375.00,"1,300.00",28.85,      CNY  中国元, ,"1,300.00", , ,"1,300.00", , ,"1,300.00", 
**    通信費(販管),"1,438.15","2,333.00",61.64,"1,958.28","2,333.00",83.94,"1,829.70","2,333.00",78.43,**    通信費(販管), ,"2,333.00", ,"4,532.35","2,333.00",194.27,"2,582.85","2,333.00",110.71,**    通信費(販管),"1,074.21","2,000.00",53.71,933.04,"2,000.00",46.65,"3,302.60","2,000.00",165.13,**    通信費(販管), ,"2,000.00", , ,"2,000.00", , ,"2,000.00", 
*     7114801  販管-通信費,"1,438.15","2,333.00",61.64,"1,958.28","2,333.00",83.94,"1,829.70","2,333.00",78.43,*     7114801  販管-通信費, ,"2,333.00", ,"4,532.35","2,333.00",194.27,"2,582.85","2,333.00",110.71,*     7114801  販管-通信費,"1,074.21","2,000.00",53.71,933.04,"2,000.00",46.65,"3,302.60","2,000.00",165.13,*     7114801  販管-通信費, ,"2,000.00", , ,"2,000.00", , ,"2,000.00", 
      CNY  中国元,"1,438.15","2,333.00",61.64,"1,958.28","2,333.00",83.94,"1,829.70","2,333.00",78.43,      CNY  中国元, ,"2,333.00", ,"4,532.35","2,333.00",194.27,"2,582.85","2,333.00",110.71,      CNY  中国元,"1,074.21","2,000.00",53.71,933.04,"2,000.00",46.65,"3,302.60","2,000.00",165.13,      CNY  中国元, ,"2,000.00", , ,"2,000.00", , ,"2,000.00", 
**    一般消耗品費(販管),"4,452.00","3,525.00",126.30,"1,798.60","3,525.00",51.02,"2,119.00","3,525.00",60.11,**    一般消耗品費(販管),"2,662.10","3,525.00",75.52,"1,932.00","3,525.00",54.81,"6,491.70","3,525.00",184.16,**    一般消耗品費(販管),"2,426.00","3,525.00",68.82,"2,911.60","3,525.00",82.60,"3,829.50","3,525.00",108.64,**    一般消耗品費(販管), ,"3,525.00", , ,"3,525.00", , ,"3,525.00", 
*     7114901  販管-一般消耗品費,"3,737.00","2,125.00",175.86,"1,103.60","2,125.00",51.93,"1,739.00","2,125.00",81.84,*     7114901  販管-一般消耗品費,"1,182.10","2,125.00",55.63,"1,107.00","2,125.00",52.09,"5,446.70","2,125.00",256.32,*     7114901  販管-一般消耗品費,"1,321.00","2,125.00",62.16,"2,086.60","2,125.00",98.19,"2,874.50","2,125.00",135.27,*     7114901  販管-一般消耗品費, ,"2,125.00", , ,"2,125.00", , ,"2,125.00", 
      CNY  中国元,"3,737.00","2,125.00",175.86,"1,103.60","2,125.00",51.93,"1,739.00","2,125.00",81.84,      CNY  中国元,"1,182.10","2,125.00",55.63,"1,107.00","2,125.00",52.09,"5,446.70","2,125.00",256.32,      CNY  中国元,"1,321.00","2,125.00",62.16,"2,086.60","2,125.00",98.19,"2,874.50","2,125.00",135.27,      CNY  中国元, ,"2,125.00", , ,"2,125.00", , ,"2,125.00", 
*     7114906  販管-ｸﾘ-ﾆﾝｸﾞ費,715.00,"1,400.00",51.07,695.00,"1,400.00",49.64,380.00,"1,400.00",27.14,*     7114906  販管-ｸﾘ-ﾆﾝｸﾞ費,"1,480.00","1,400.00",105.71,825.00,"1,400.00",58.93,"1,045.00","1,400.00",74.64,*     7114906  販管-ｸﾘ-ﾆﾝｸﾞ費,"1,105.00","1,400.00",78.93,825.00,"1,400.00",58.93,955.00,"1,400.00",68.21,*     7114906  販管-ｸﾘ-ﾆﾝｸﾞ費, ,"1,400.00", , ,"1,400.00", , ,"1,400.00", 
      CNY  中国元,715.00,"1,400.00",51.07,695.00,"1,400.00",49.64,380.00,"1,400.00",27.14,      CNY  中国元,"1,480.00","1,400.00",105.71,825.00,"1,400.00",58.93,"1,045.00","1,400.00",74.64,      CNY  中国元,"1,105.00","1,400.00",78.93,825.00,"1,400.00",58.93,955.00,"1,400.00",68.21,      CNY  中国元, ,"1,400.00", , ,"1,400.00", , ,"1,400.00", 
**    補修維持費(販管),149.00,680.00,21.91, ,680.00, , ,680.00, ,**    補修維持費(販管),300.00,680.00,44.12, ,680.00, , ,680.00, ,**    補修維持費(販管), ,680.00, , ,680.00, , ,680.00, ,**    補修維持費(販管), ,680.00, , ,680.00, , ,680.00, 
*     7115001  販管-補修維持費,149.00,200.00,74.50, ,200.00, , ,200.00, ,*     7115001  販管-補修維持費, ,200.00, , ,200.00, , ,200.00, ,*     7115001  販管-補修維持費, ,200.00, , ,200.00, , ,200.00, ,*     7115001  販管-補修維持費, ,200.00, , ,200.00, , ,200.00, 
      CNY  中国元,149.00,200.00,74.50, ,200.00, , ,200.00, ,      CNY  中国元, ,200.00, , ,200.00, , ,200.00, ,      CNY  中国元, ,200.00, , ,200.00, , ,200.00, ,      CNY  中国元, ,200.00, , ,200.00, , ,200.00, 
*     7115005  販管-ｼｽﾃﾑ補修維持費, ,480.00, , ,480.00, , ,480.00, ,*     7115005  販管-ｼｽﾃﾑ補修維持費,300.00,480.00,62.50, ,480.00, , ,480.00, ,*     7115005  販管-ｼｽﾃﾑ補修維持費, ,480.00, , ,480.00, , ,480.00, ,*     7115005  販管-ｼｽﾃﾑ補修維持費, ,480.00, , ,480.00, , ,480.00, 
      CNY  中国元, ,480.00, , ,480.00, , ,480.00, ,      CNY  中国元,300.00,480.00,62.50, ,480.00, , ,480.00, ,      CNY  中国元, ,480.00, , ,480.00, , ,480.00, ,      CNY  中国元, ,480.00, , ,480.00, , ,480.00, 
**    賃借費(販管),,"66,004.00",,,"66,004.00",,,"66,004.00",,**    賃借費(販管),,"66,004.00",,,"66,004.00",,,"66,004.00",,**    賃借費(販管),,"66,004.00",,,"66,004.00",,,"66,004.00",,**    賃借費(販管),,"66,004.00",,,"66,004.00",,,"66,004.00",
*     7115101  販管-建物賃借費,"29,647.80","28,964.00",102.36,"5,017.32","28,964.00",17.32,"23,946.30","28,964.00",82.68,*     7115101  販管-建物賃借費,"23,946.30","28,964.00",82.68, ,"28,964.00", ,"23,946.30","28,964.00",82.68,*     7115101  販管-建物賃借費,"77,996.52","28,964.00",269.29,"25,246.30","28,964.00",87.16,"28,963.62","28,964.00",100.00,*     7115101  販管-建物賃借費, ,"28,964.00", , ,"28,964.00", , ,"28,964.00", 
      CNY  中国元,"29,647.80","28,964.00",102.36,"5,017.32","28,964.00",17.32,"23,946.30","28,964.00",82.68,      CNY  中国元,"23,946.30","28,964.00",82.68, ,"28,964.00", ,"23,946.30","28,964.00",82.68,      CNY  中国元,"77,996.52","28,964.00",269.29,"25,246.30","28,964.00",87.16,"28,963.62","28,964.00",100.00,      CNY  中国元, ,"28,964.00", , ,"28,964.00", , ,"28,964.00", 
*     7115103  販管-設備機器賃借費,"2,300.00","1,500.00",153.33,"1,400.00","1,500.00",93.33,"1,400.00","1,500.00",93.33,*     7115103  販管-設備機器賃借費,"1,400.00","1,500.00",93.33,"1,400.00","1,500.00",93.33,"2,300.00","1,500.00",153.33,*     7115103  販管-設備機器賃借費,"1,400.00","1,500.00",93.33, ,"1,500.00", ,"1,400.00","1,500.00",93.33,*     7115103  販管-設備機器賃借費, ,"1,500.00", , ,"1,500.00", , ,"1,500.00", 
      CNY  中国元,"2,300.00","1,500.00",153.33,"1,400.00","1,500.00",93.33,"1,400.00","1,500.00",93.33,      CNY  中国元,"1,400.00","1,500.00",93.33,"1,400.00","1,500.00",93.33,"2,300.00","1,500.00",153.33,      CNY  中国元,"1,400.00","1,500.00",93.33, ,"1,500.00", ,"1,400.00","1,500.00",93.33,      CNY  中国元, ,"1,500.00", , ,"1,500.00", , ,"1,500.00", 
*     7115105  販管-車両賃借費,"32,512.00","35,540.00",91.48,"30,267.00","35,540.00",85.16,"35,033.00","35,540.00",98.57,*     7115105  販管-車両賃借費,"32,822.00","35,540.00",92.35,"32,283.50","35,540.00",90.84,"64,756.50","35,540.00",182.21,*     7115105  販管-車両賃借費,"3,200.00","35,540.00",9.00,"35,717.50","35,540.00",100.50,"65,007.00","35,540.00",182.91,*     7115105  販管-車両賃借費, ,"35,540.00", , ,"35,540.00", , ,"35,540.00", 
      CNY  中国元,"32,512.00","35,540.00",91.48,"30,267.00","35,540.00",85.16,"35,033.00","35,540.00",98.57,      CNY  中国元,"32,822.00","35,540.00",92.35,"32,283.50","35,540.00",90.84,"64,756.50","35,540.00",182.21,      CNY  中国元,"3,200.00","35,540.00",9.00,"35,717.50","35,540.00",100.50,"65,007.00","35,540.00",182.91,      CNY  中国元, ,"35,540.00", , ,"35,540.00", , ,"35,540.00", 
*     7115108  販管-ﾘｰｽ資産賃借費,"27,900", , ,"27,900", , ,"27,900", , ,*     7115108  販管-ﾘｰｽ資産賃借費,"27,900", , ,"27,900", , ,"27,900", , ,*     7115108  販管-ﾘｰｽ資産賃借費,"27,900", , ,"27,900", , ,"27,900", , ,*     7115108  販管-ﾘｰｽ資産賃借費, , , , , , , , , 
      JPY  日本円,"27,900", , ,"27,900", , ,"27,900", , ,      JPY  日本円,"27,900", , ,"27,900", , ,"27,900", , ,      JPY  日本円,"27,900", , ,"27,900", , ,"27,900", , ,      JPY  日本円, , , , , , , , , 
**    水道光熱費(販管),"-5,017.32","1,100.00",-456.12,"1,651.10","1,100.00",150.10,883.30,"1,100.00",80.30,**    水道光熱費(販管),742.50,"1,100.00",67.50, ,"1,100.00", ,"1,688.50","1,100.00",153.50,**    水道光熱費(販管),735.90,"1,100.00",66.90, ,"1,100.00", ,789.80,"1,100.00",71.80,**    水道光熱費(販管), ,"1,100.00", , ,"1,100.00", , ,"1,100.00", 
*     7115201  販管-水道光熱費,"-5,017.32","1,100.00",-456.12,"1,651.10","1,100.00",150.10,883.30,"1,100.00",80.30,*     7115201  販管-水道光熱費,742.50,"1,100.00",67.50, ,"1,100.00", ,"1,688.50","1,100.00",153.50,*     7115201  販管-水道光熱費,735.90,"1,100.00",66.90, ,"1,100.00", ,789.80,"1,100.00",71.80,*     7115201  販管-水道光熱費, ,"1,100.00", , ,"1,100.00", , ,"1,100.00", 
      CNY  中国元,"-5,017.32","1,100.00",-456.12,"1,651.10","1,100.00",150.10,883.30,"1,100.00",80.30,      CNY  中国元,742.50,"1,100.00",67.50, ,"1,100.00", ,"1,688.50","1,100.00",153.50,      CNY  中国元,735.90,"1,100.00",66.90, ,"1,100.00", ,789.80,"1,100.00",71.80,      CNY  中国元, ,"1,100.00", , ,"1,100.00", , ,"1,100.00", 
**    租税公課(販管),,590.00,,,"2,140.00",,,"67,023.00",,**    租税公課(販管),,540.00,,,540.00,,,540.00,,**    租税公課(販管),,540.00,,,540.00,,,540.00,,**    租税公課(販管),,540.00,,,540.00,,,540.00,
*     7115304  販管-印紙税, ,50.00, , , , , , , ,*     7115304  販管-印紙税, , , , , , , , , ,*     7115304  販管-印紙税, , , , , , , , , ,*     7115304  販管-印紙税, , , , , , , , , 
      CNY  中国元, ,50.00, , , , , , , ,      CNY  中国元, , , , , , , , , ,      CNY  中国元, , , , , , , , , ,      CNY  中国元, , , , , , , , , 
*     7115305  販管-登録免許税,,540.00,,,"2,140.00",,,540.00,,*     7115305  販管-登録免許税,,540.00,,,540.00,,,540.00,,*     7115305  販管-登録免許税,,540.00,,,540.00,,,540.00,,*     7115305  販管-登録免許税,,540.00,,,540.00,,,540.00,
      CNY  中国元,15.00,540.00,2.78, ,"2,140.00", ,800.00,540.00,148.15,      CNY  中国元, ,540.00, , ,540.00, , ,540.00, ,      CNY  中国元,"1,820.00",540.00,337.04,30.00,540.00,5.56,500.00,540.00,92.59,      CNY  中国元, ,540.00, , ,540.00, , ,540.00, 
      JPY  日本円, , , ,"21,000", , , , , ,      JPY  日本円, , , , , , , , , ,      JPY  日本円, , , , , , , , , ,      JPY  日本円, , , , , , , , , 
*     7115399  販管-その他の租税公課, , , , , , , ,"66,483.00", ,*     7115399  販管-その他の租税公課, , , , , , , , , ,*     7115399  販管-その他の租税公課, , , , , , , , , ,*     7115399  販管-その他の租税公課, , , , , , , , , 
      CNY  中国元, , , , , , , ,"66,483.00", ,      CNY  中国元, , , , , , , , , ,      CNY  中国元, , , , , , , , , ,      CNY  中国元, , , , , , , , , 
**    会議費(販管),"-1,202.00",417.00,-288.25, ,417.00, , ,417.00, ,**    会議費(販管),"1,083.00",417.00,259.71, ,417.00, ,"2,786.00",417.00,668.11,**    会議費(販管),14.00,417.00,3.36, ,417.00, , ,417.00, ,**    会議費(販管), ,417.00, , ,417.00, , ,417.00, 
*     7115701  販管-会議費,"-1,202.00",417.00,-288.25, ,417.00, , ,417.00, ,*     7115701  販管-会議費,"1,083.00",417.00,259.71, ,417.00, ,"2,786.00",417.00,668.11,*     7115701  販管-会議費,14.00,417.00,3.36, ,417.00, , ,417.00, ,*     7115701  販管-会議費, ,417.00, , ,417.00, , ,417.00, 
      CNY  中国元,"-1,202.00",417.00,-288.25, ,417.00, , ,417.00, ,      CNY  中国元,"1,083.00",417.00,259.71, ,417.00, ,"2,786.00",417.00,668.11,      CNY  中国元,14.00,417.00,3.36, ,417.00, , ,417.00, ,      CNY  中国元, ,417.00, , ,417.00, , ,417.00, 
**    交際費(販管),"2,511.23","3,083.00",81.45,949.00,"3,083.00",30.78,"2,854.00","3,083.00",92.57,**    交際費(販管),"3,300.00","3,083.00",107.04,327.00,"3,083.00",10.61,"3,380.00","3,083.00",109.63,**    交際費(販管),"4,484.00","3,083.00",145.44,"5,608.00","3,083.00",181.90,"3,966.00","3,083.00",128.64,**    交際費(販管), ,"3,083.00", , ,"3,083.00", , ,"3,083.00", 
*     7115801  販管-交際費,"2,511.23","3,083.00",81.45,949.00,"3,083.00",30.78,"2,854.00","3,083.00",92.57,*     7115801  販管-交際費,"3,300.00","3,083.00",107.04,327.00,"3,083.00",10.61,"3,380.00","3,083.00",109.63,*     7115801  販管-交際費,"4,484.00","3,083.00",145.44,"5,608.00","3,083.00",181.90,"3,966.00","3,083.00",128.64,*     7115801  販管-交際費, ,"3,083.00", , ,"3,083.00", , ,"3,083.00", 
      CNY  中国元,"2,511.23","3,083.00",81.45,949.00,"3,083.00",30.78,"2,854.00","3,083.00",92.57,      CNY  中国元,"3,300.00","3,083.00",107.04,327.00,"3,083.00",10.61,"3,380.00","3,083.00",109.63,      CNY  中国元,"4,484.00","3,083.00",145.44,"5,608.00","3,083.00",181.90,"3,966.00","3,083.00",128.64,      CNY  中国元, ,"3,083.00", , ,"3,083.00", , ,"3,083.00", 
**    保守管理費(販管),726.00,"2,452.00",29.61,726.00,"2,452.00",29.61,"5,256.00","2,452.00",214.36,**    保守管理費(販管),"1,452.00","2,452.00",59.22, ,"2,452.00", ,"5,256.00","2,452.00",214.36,**    保守管理費(販管),726.00,"2,452.00",29.61,"5,256.00","2,452.00",214.36,726.00,"2,452.00",29.61,**    保守管理費(販管), ,"2,452.00", , ,"2,452.00", , ,"2,452.00", 
*     7116001  販管-ビル管理費,726.00,"2,452.00",29.61,726.00,"2,452.00",29.61,"5,256.00","2,452.00",214.36,*     7116001  販管-ビル管理費,"1,452.00","2,452.00",59.22, ,"2,452.00", ,"5,256.00","2,452.00",214.36,*     7116001  販管-ビル管理費,726.00,"2,452.00",29.61,"5,256.00","2,452.00",214.36,726.00,"2,452.00",29.61,*     7116001  販管-ビル管理費, ,"2,452.00", , ,"2,452.00", , ,"2,452.00", 
      CNY  中国元,726.00,"2,452.00",29.61,726.00,"2,452.00",29.61,"5,256.00","2,452.00",214.36,      CNY  中国元,"1,452.00","2,452.00",59.22, ,"2,452.00", ,"5,256.00","2,452.00",214.36,      CNY  中国元,726.00,"2,452.00",29.61,"5,256.00","2,452.00",214.36,726.00,"2,452.00",29.61,      CNY  中国元, ,"2,452.00", , ,"2,452.00", , ,"2,452.00", 
**    雑費(販管),,"3,157.00",,,"14,457.00",,,"6,957.00",,**    雑費(販管),,"1,957.00",,,"1,957.00",,,"1,957.00",,**    雑費(販管),,"1,957.00",,,"1,957.00",,,"1,957.00",,**    雑費(販管),,"1,957.00",,,"1,957.00",,,"1,957.00",
*     7117003  販管-諸会費,"1,200.00","1,200.00",100.00, , , , , , ,*     7117003  販管-諸会費, , , , , , , , , ,*     7117003  販管-諸会費, , , , , , , , , ,*     7117003  販管-諸会費, , , , , , , , , 
      CNY  中国元,"1,200.00","1,200.00",100.00, , , , , , ,      CNY  中国元, , , , , , , , , ,      CNY  中国元, , , , , , , , , ,      CNY  中国元, , , , , , , , , 
*     7117005  販管-郵便運送費,,320.00,,,320.00,,,320.00,,*     7117005  販管-郵便運送費,,320.00,,,320.00,,,320.00,,*     7117005  販管-郵便運送費,,320.00,,,320.00,,,320.00,,*     7117005  販管-郵便運送費,,320.00,,,320.00,,,320.00,
      CNY  中国元,207.00,320.00,64.69,188.00,320.00,58.75,288.00,320.00,90.00,      CNY  中国元,"2,798.85",320.00,874.64,178.00,320.00,55.63,376.00,320.00,117.50,      CNY  中国元,200.00,320.00,62.50,33.00,320.00,10.31,78.00,320.00,24.38,      CNY  中国元, ,320.00, , ,320.00, , ,320.00, 
      JPY  日本円,800, , , , , , , , ,      JPY  日本円, , , , , , , , , ,      JPY  日本円, , , , , , , , , ,      JPY  日本円, , , , , , , , , 
*     7117006  販管-送金手数料,396.00,220.00,180.00,92.00,220.00,41.82,88.00,220.00,40.00,*     7117006  販管-送金手数料,132.00,220.00,60.00,385.00,220.00,175.00,156.00,220.00,70.91,*     7117006  販管-送金手数料,156.00,220.00,70.91,120.00,220.00,54.55,128.00,220.00,58.18,*     7117006  販管-送金手数料, ,220.00, , ,220.00, , ,220.00, 
      CNY  中国元,396.00,220.00,180.00,92.00,220.00,41.82,88.00,220.00,40.00,      CNY  中国元,132.00,220.00,60.00,385.00,220.00,175.00,156.00,220.00,70.91,      CNY  中国元,156.00,220.00,70.91,120.00,220.00,54.55,128.00,220.00,58.18,      CNY  中国元, ,220.00, , ,220.00, , ,220.00, 
*     7117007  販管-報酬料, ,"1,250.00", , ,"11,250.00", ,"9,604.00","6,250.00",153.66,*     7117007  販管-報酬料, ,"1,250.00", ,"1,500.00","1,250.00",120.00, ,"1,250.00", ,*     7117007  販管-報酬料, ,"1,250.00", , ,"1,250.00", , ,"1,250.00", ,*     7117007  販管-報酬料, ,"1,250.00", , ,"1,250.00", , ,"1,250.00", 
      CNY  中国元, ,"1,250.00", , ,"11,250.00", ,"9,604.00","6,250.00",153.66,      CNY  中国元, ,"1,250.00", ,"1,500.00","1,250.00",120.00, ,"1,250.00", ,      CNY  中国元, ,"1,250.00", , ,"1,250.00", , ,"1,250.00", ,      CNY  中国元, ,"1,250.00", , ,"1,250.00", , ,"1,250.00", 
*     7117099  販管-雑費一般, ,167.00, , ,"2,667.00", , ,167.00, ,*     7117099  販管-雑費一般, ,167.00, ,"4,500.00",167.00,"2,694.61", ,167.00, ,*     7117099  販管-雑費一般, ,167.00, , ,167.00, , ,167.00, ,*     7117099  販管-雑費一般, ,167.00, , ,167.00, , ,167.00, 
      CNY  中国元, ,167.00, , ,"2,667.00", , ,167.00, ,      CNY  中国元, ,167.00, ,"4,500.00",167.00,"2,694.61", ,167.00, ,      CNY  中国元, ,167.00, , ,167.00, , ,167.00, ,      CNY  中国元, ,167.00, , ,167.00, , ,167.00, 
****  営業外損益,, ,,, ,,, ,,****  営業外損益,, ,,, ,,, ,,****  営業外損益,, ,,, ,,, ,,****  営業外損益,, ,,, ,,, ,
***   営業外収益,"-27,300.00", , ,"-175,000.00", , ,"-31,191.25", , ,***   営業外収益, , , , , , ,"-130,951.38", , ,***   営業外収益,"-160,000.00", , ,"-131,800.00", , ,"-180,593.17", , ,***   営業外収益, , , , , , , , , 
**    受取利息, , , , , , ,"-15,191.25", , ,**    受取利息, , , , , , ,"-20,951.38", , ,**    受取利息, , , , , , ,"-26,193.17", , ,**    受取利息, , , , , , , , , 
*     8211001  受取利息, , , , , , ,"-15,191.25", , ,*     8211001  受取利息, , , , , , ,"-20,951.38", , ,*     8211001  受取利息, , , , , , ,"-26,193.17", , ,*     8211001  受取利息, , , , , , , , , 
      CNY  中国元, , , , , , ,"-15,191.25", , ,      CNY  中国元, , , , , , ,"-20,951.38", , ,      CNY  中国元, , , , , , ,"-26,193.17", , ,      CNY  中国元, , , , , , , , , 
**    雑収入,"-27,300.00", , ,"-175,000.00", , ,"-16,000.00", , ,**    雑収入, , , , , , ,"-110,000.00", , ,**    雑収入,"-160,000.00", , ,"-131,800.00", , ,"-154,400.00", , ,**    雑収入, , , , , , , , , 
*     8219901  雑収入,"-27,300.00", , ,"-175,000.00", , ,"-16,000.00", , ,*     8219901  雑収入, , , , , , ,"-110,000.00", , ,*     8219901  雑収入,"-160,000.00", , ,"-131,800.00", , ,"-154,400.00", , ,*     8219901  雑収入, , , , , , , , , 
      CNY  中国元,"-27,300.00", , ,"-175,000.00", , ,"-16,000.00", , ,      CNY  中国元, , , , , , ,"-110,000.00", , ,      CNY  中国元,"-160,000.00", , ,"-131,800.00", , ,"-154,400.00", , ,      CNY  中国元, , , , , , , , , 
***   営業外費用, , , , , , , , , ,***   営業外費用,"45,418", , , , , , , , ,***   営業外費用, , , , , , , , , ,***   営業外費用, , , , , , , , , 
**    固定資産除却損, , , , , , , , , ,**    固定資産除却損,"45,418", , , , , , , , ,**    固定資産除却損, , , , , , , , , ,**    固定資産除却損, , , , , , , , , 
*     8612099  その他の固定資産除却損, , , , , , , , , ,*     8612099  その他の固定資産除却損,"45,418", , , , , , , , ,*     8612099  その他の固定資産除却損, , , , , , , , , ,*     8612099  その他の固定資産除却損, , , , , , , , , 
      JPY  日本円, , , , , , , , , ,      JPY  日本円,"45,418", , , , , , , , ,      JPY  日本円, , , , , , , , , ,      JPY  日本円, , , , , , , , , 
